Price,Current_Open,Current_Close,Open_6_Months_Ago,Close_6_Months_Ago,6m_%_Drop
Ticker,DX-Y.NYB,DX-Y.NYB,,,
Date,,,,,
2010-11-01,76.94999694824219,77.30000305175781,82.36000061035156,83.30000305175781,-7.202880888578056
2010-11-02,77.19999694824219,76.72000122070312,83.44999694824219,84.08000183105469,-8.75356856573375
2010-11-03,76.72000122070312,76.4800033569336,84.16000366210938,84.88999938964844,-9.906933788646445
2010-11-04,76.38999938964844,75.87999725341797,84.87000274658203,84.44999694824219,-10.148016583205576
2010-11-05,75.87000274658203,76.55000305175781,83.91000366210938,84.16000366210938,-9.04230071199218
2010-11-08,76.41999816894531,77.02999877929688,84.38999938964844,84.47000122070312,-8.80786354195381
2010-11-09,77.26000213623047,77.44000244140625,84.70999908447266,84.83000183105469,-8.711539820977698
2010-11-10,77.73999786376953,77.62999725341797,84.80000305175781,85.20999908447266,-8.895671766807878
2010-11-11,77.62999725341797,78.22000122070312,85.36000061035156,86.0999984741211,-9.152145636548925
2010-11-12,78.16000366210938,78.08000183105469,86.20999908447266,86.20999908447266,-9.430457417650373
2010-11-15,78.12000274658203,78.5199966430664,86.22000122070312,87.16000366210938,-9.912811675108957
2010-11-16,78.69000244140625,79.20999908447266,87.25,86.38999938964844,-8.31114753548211
2010-11-17,79.29000091552734,79.08000183105469,86.29000091552734,85.56999969482422,-7.584431327469177
2010-11-18,78.94999694824219,78.62000274658203,85.9000015258789,85.37000274658203,-7.9067585601902195
2010-11-19,78.5199966430664,78.5,85.66000366210938,86.20999908447266,-8.943277074992228
2010-11-22,78.20999908447266,78.68000030517578,86.47000122070312,86.77999877929688,-9.333946287233086
2010-11-23,78.69999694824219,79.68000030517578,86.52999877929688,87.12000274658203,-8.539947436696039
2010-11-24,79.68000030517578,79.87000274658203,87.30000305175781,86.18000030517578,-7.321881569098565
2010-11-26,79.7699966430664,80.36000061035156,86.3499984741211,86.4800033569336,-7.076783659827823
2010-12-01,81.26000213623047,80.70999908447266,86.81999969482422,87.13999938964844,-7.3789308586334705
2010-12-02,80.79000091552734,80.30000305175781,87.22000122070312,88.2300033569336,-8.987872609609958
2010-12-03,80.22000122070312,79.37999725341797,88.44999694824219,88.4000015258789,-10.203624566477353
2010-12-06,79.19999694824219,79.56999969482422,88.44999694824219,88.38999938964844,-9.97850407933949
2010-12-07,79.70999908447266,79.86000061035156,88.12999725341797,87.9000015258789,-9.146758561955505
2010-12-08,79.94000244140625,80.0,87.9000015258789,87.16999816894531,-8.225304943851263
2010-12-09,80.04000091552734,80.06999969482422,87.0999984741211,87.51000213623047,-8.501888081117958
2010-12-10,80.08999633789062,80.06999969482422,86.95999908447266,86.51000213623047,-7.444228739313797
2010-12-13,80.2300033569336,79.27999877929688,86.70999908447266,85.9800033569336,-7.792514905846904
2010-12-14,79.36000061035156,79.37000274658203,86.08999633789062,86.08000183105469,-7.795073120051821
2010-12-29,80.41000366210938,79.80000305175781,86.12999725341797,86.0199966430664,-7.2308693722902495
2011-02-24,77.30000305175781,77.05999755859375,83.33000183105469,83.26000213623047,-7.446558273554016
2011-02-28,77.30000305175781,76.88999938964844,82.94000244140625,82.91999816894531,-7.272068152981692
2011-03-01,76.86000061035156,77.05000305175781,82.80999755859375,83.16000366210938,-7.347282757679208
2011-03-02,77.04000091552734,76.66999816894531,83.16999816894531,83.19999694824219,-7.848556512999771
2011-03-03,76.66999816894531,76.4800033569336,83.08999633789062,82.5199966430664,-7.319429873777528
2011-03-04,76.47000122070312,76.4000015258789,82.4800033569336,82.45999908447266,-7.349014826432199
2011-03-07,76.37999725341797,76.5,82.38999938964844,83.0999984741211,-7.94223657678701
2011-03-08,76.52999877929688,76.80000305175781,82.12000274658203,82.81999969482422,-7.268771631549065
2011-03-09,76.86000061035156,76.72000122070312,82.91000366210938,82.58999633789062,-7.107392393108103
2011-03-11,77.22000122070312,76.77999877929688,82.72000122070312,82.69999694824219,-7.158401919470858
2011-03-21,75.58999633789062,75.4000015258789,81.41000366210938,81.33999633789062,-7.3026740588193135
2011-05-31,74.7300033569336,74.63999938964844,80.61000061035156,80.83999633789062,-7.669467131502305
2011-06-01,74.44000244140625,74.68000030517578,80.86000061035156,81.19999694824219,-8.029552817868113
2011-06-02,74.83000183105469,74.33000183105469,81.26000213623047,80.70999908447266,-7.904841191660205
2011-06-03,74.3499984741211,73.77999877929688,80.79000091552734,80.30000305175781,-8.119556693240016
2011-06-07,73.94000244140625,73.5199966430664,79.19999694824219,79.56999969482422,-7.603371968029993
2011-06-08,73.56999969482422,73.93000030517578,79.70999908447266,79.86000061035156,-7.425494940964383
2011-06-09,73.87000274658203,74.19000244140625,79.94000244140625,80.0,-7.262496948242192
2011-06-21,74.91000366210938,74.54000091552734,80.45999908447266,80.62999725341797,-7.5530156831705275
2011-06-22,74.75,74.77999877929688,80.62000274658203,80.72000122070312,-7.3587739737084545
2017-06-29,96.04000091552734,95.62999725341797,103.01000213623047,103.26000213623047,-7.389119431497071
2017-07-28,93.87000274658203,93.26000213623047,100.47000122070312,100.52999877929688,-7.231668886246512
2017-07-31,93.36000061035156,92.86000061035156,100.3499984741211,100.43000030517578,-7.53758804323541
2017-08-03,92.9000015258789,92.80999755859375,99.73999786376953,99.8499984741211,-7.050576888443272
2017-08-10,93.5,93.4000015258789,100.2300033569336,100.6500015258789,-7.2031792251249005
2017-08-11,93.43000030517578,93.06999969482422,100.66000366210938,100.80000305175781,-7.668653891770683
2017-08-14,93.08999633789062,93.45999908447266,100.8499984741211,100.95999908447266,-7.4286846949402126
2017-08-15,93.47000122070312,93.8499984741211,100.97000122070312,101.25,-7.308643482349542
2017-08-16,93.83999633789062,93.48999786376953,101.20999908447266,101.18000030517578,-7.600318658046968
2017-08-18,93.68000030517578,93.43000030517578,100.54000091552734,100.94999694824219,-7.449229193064721
2017-08-21,93.43000030517578,93.0999984741211,100.94000244140625,101.37000274658203,-8.158236212280045
2017-08-22,93.13999938964844,93.55000305175781,101.38999938964844,101.33000183105469,-7.677882797503843
2017-08-23,93.51000213623047,93.1500015258789,101.37000274658203,101.05000305175781,-7.817913198708693
2017-08-24,93.16000366210938,93.27999877929688,100.95999908447266,101.08999633789062,-7.725786765773579
2017-08-25,93.2699966430664,92.73999786376953,101.08000183105469,101.12999725341797,-8.296251970248003
2017-08-28,92.36000061035156,92.20999908447266,101.20999908447266,101.12000274658203,-8.811316673357727
2017-08-29,92.22000122070312,92.3499984741211,101.44000244140625,101.77999877929688,-9.265081959397648
2017-08-30,92.30000305175781,92.87999725341797,101.91000366210938,102.19999694824219,-9.11937375061196
2017-08-31,92.8499984741211,92.66999816894531,102.12000274658203,101.54000091552734,-8.735476331107305
2017-09-01,92.61000061035156,92.80999755859375,101.44000244140625,101.63999938964844,-8.687526450294314
2017-09-05,92.5999984741211,92.30999755859375,101.68000030517578,101.80999755859375,-9.33110718771264
2017-09-06,92.23999786376953,92.29000091552734,101.79000091552734,102.06999969482422,-9.581658478042298
2017-09-07,92.19999694824219,91.52999877929688,102.11000061035156,101.8499984741211,-10.132547716676122
2017-09-08,91.48999786376953,91.33000183105469,102.0,101.25,-9.797529055748456
2017-09-11,91.86000061035156,91.86000061035156,101.27999877929688,101.37999725341797,-9.390409253286347
2017-09-12,91.86000061035156,91.91000366210938,101.41000366210938,101.69999694824219,-9.62634570295533
2017-09-13,91.87999725341797,92.5199966430664,101.72000122070312,100.73999786376953,-8.15962020549078
2017-09-14,92.3499984741211,92.12000274658203,100.55999755859375,100.2699966430664,-8.12804843855347
2017-09-15,92.0,91.87000274658203,100.25,100.30000305175781,-8.404785691607252
2017-09-18,91.93000030517578,92.05000305175781,100.33999633789062,100.41000366210938,-8.325864261975212
2017-09-19,91.9800033569336,91.79000091552734,100.37999725341797,99.80999755859375,-8.035263840536855
2017-09-20,91.83000183105469,92.51000213623047,99.69000244140625,99.68000030517578,-7.193015797546121
2017-09-21,92.47000122070312,92.26000213623047,99.73999786376953,99.76000213623047,-7.518043142940334
2017-09-22,92.18000030517578,92.16999816894531,99.7699966430664,99.62999725341797,-7.487703794167
2017-09-28,93.47000122070312,93.08999633789062,99.95999908447266,100.41000366210938,-7.290117575188393
2017-09-29,93.16999816894531,93.08000183105469,100.48999786376953,100.3499984741211,-7.244640511819478
2017-10-04,93.58999633789062,93.45999908447266,100.52999877929688,100.55999755859375,-7.060460070103025
2017-10-06,93.91999816894531,93.80000305175781,100.73999786376953,101.18000030517578,-7.293928870486921
2017-10-09,93.7699966430664,93.73999786376953,101.12999725341797,101.0199966430664,-7.20649279470803
2017-10-10,93.7300033569336,93.29000091552734,100.95999908447266,100.70999908447266,-7.367687654054722
2017-10-11,93.26000213623047,92.95999908447266,100.73999786376953,100.77999877929688,-7.759475877698341
2017-10-12,92.94999694824219,93.12000274658203,100.16000366210938,100.55999755859375,-7.398563039618833
2017-10-13,93.08999633789062,93.08999633789062,100.47000122070312,100.30000305175781,-7.188441170980431
2020-08-18,92.81999969482422,92.2699966430664,99.43000030517578,99.5999984741211,-7.359439702159465
2020-09-16,93.08000183105469,93.20999908447266,99.37999725341797,101.16000366210938,-7.858841725817856
2020-09-17,93.1500015258789,92.97000122070312,100.79000091552734,102.76000213623047,-9.527054021027158
2020-09-18,92.86000061035156,92.93000030517578,102.94000244140625,102.81999969482422,-9.618750650654084
2020-09-21,93.01000213623047,93.54000091552734,101.94999694824219,102.48999786376953,-8.732556478475672
2020-09-22,93.55000305175781,93.98999786376953,102.12999725341797,101.73999786376953,-7.6174564210010125
2020-10-05,93.80999755859375,93.51000213623047,100.66000366210938,100.69000244140625,-7.13079762745461
2020-10-20,93.41999816894531,93.06999969482422,100.20999908447266,100.38999938964844,-7.291562645012839
2020-10-21,93.05000305175781,92.61000061035156,100.44999694824219,100.43000030517578,-7.786517645187352
2020-10-22,92.66999816894531,92.94999694824219,100.5,100.37999725341797,-7.401873389593849
2020-10-23,92.93000030517578,92.7699966430664,100.2300033569336,100.04000091552734,-7.267097366981878
2020-11-05,93.33999633789062,92.52999877929688,99.83999633789062,99.7300033569336,-7.219496977121231
2020-11-06,92.56999969482422,92.2300033569336,99.66999816894531,100.23999786376953,-7.990816717416404
2020-11-09,92.23999786376953,92.7300033569336,100.2300033569336,99.93000030517578,-7.205040454572353
2020-11-10,92.76000213623047,92.75,100.01000213623047,100.23999786376953,-7.472065067228717
2020-11-11,92.69999694824219,93.04000091552734,100.19000244140625,100.47000122070312,-7.395242574800265
2020-11-12,93.01000213623047,92.95999908447266,100.26000213623047,100.4000015258789,-7.410360884793943
2020-11-18,92.44000244140625,92.31999969482422,99.18000030517578,99.37000274658203,-7.094699463516219
2020-11-19,92.55999755859375,92.29000091552734,99.41999816894531,99.86000061035156,-7.5806125060643215
2020-12-16,90.48999786376953,90.44999694824219,97.08000183105469,97.41999816894531,-7.154589767714614
2020-12-17,90.2699966430664,89.81999969482422,97.41999816894531,97.62000274658203,-7.990168850953971
2020-12-18,89.83000183105469,90.0199966430664,97.66000366210938,97.04000091552734,-7.234134590097341
2020-12-23,90.5199966430664,90.41000366210938,97.23999786376953,97.43000030517578,-7.205169476627294
2020-12-24,90.27999877929688,90.33000183105469,97.3499984741211,97.5,-7.3538442758413485
2020-12-28,90.22000122070312,90.33999633789062,97.5,97.54000091552734,-7.381591665015607
2020-12-29,90.20999908447266,90.01000213623047,97.4000015258789,97.38999938964844,-7.577777286855991
2020-12-30,89.9800033569336,89.62999725341797,97.38999938964844,97.19999694824219,-7.788065774173991
2020-12-31,89.61000061035156,89.94000244140625,97.1500015258789,97.31999969482422,-7.5832277810934485
2021-01-04,89.93000030517578,89.87999725341797,97.1500015258789,96.79000091552734,-7.139170985378973
2021-01-05,89.9000015258789,89.44000244140625,96.75,96.87999725341797,-7.679598496013817
2021-01-06,89.4800033569336,89.52999877929688,96.98999786376953,96.43000030517578,-7.155451108619937
2021-01-07,89.31999969482422,89.83000183105469,96.44999694824219,96.69999694824219,-7.10444191726769
2023-03-22,103.19999694824219,102.3499984741211,109.58000183105469,110.22000122070312,-7.140267337525463
2023-03-23,102.5,102.52999877929688,110.16000366210938,110.63999938964844,-7.330080129330097
2023-03-24,102.5999984741211,103.12000274658203,111.4800033569336,111.3499984741211,-7.391105379720142
2023-03-27,103.12000274658203,102.86000061035156,111.23999786376953,113.19000244140625,-9.126249322595514
2023-03-28,102.75,102.43000030517578,113.0199966430664,114.0999984741211,-10.227868821218411
2023-03-29,102.48999786376953,102.63999938964844,114.0199966430664,114.11000061035156,-10.051705511657506
2023-03-30,102.62000274658203,102.13999938964844,114.19000244140625,112.5999984741211,-9.289519739093677
2023-03-31,102.19999694824219,102.51000213623047,113.01000213623047,112.25,-8.677058230529644
2023-04-03,102.58999633789062,102.08999633789062,111.75,112.12000274658203,-8.9457778835072
2023-04-04,102.01000213623047,101.58999633789062,112.16999816894531,111.75,-9.091725872133672
2023-04-05,101.5199966430664,101.8499984741211,111.58999633789062,110.06999969482422,-7.4679760547774805
2023-04-06,101.83000183105469,101.81999969482422,110.2300033569336,111.06999969482422,-8.328081412996568
2023-04-10,102.0999984741211,102.58000183105469,111.0199966430664,112.26000213623047,-8.622839943855375
2023-04-11,102.5199966430664,102.19999694824219,112.25,112.80000305175781,-9.397168277248946
2023-04-12,102.12999725341797,101.5,112.75,113.13999938964844,-10.288138105393541
2023-04-13,101.47000122070312,101.01000213623047,113.08000183105469,113.22000122070312,-10.78431280059019
2023-04-14,101.0,101.55000305175781,113.30999755859375,113.31999969482422,-10.386513126335629
2023-04-17,101.58000183105469,102.0999984741211,113.23999786376953,112.36000061035156,-9.131365326181061
2023-04-18,102.0999984741211,101.75,112.47000122070312,113.30999755859375,-10.202098497633417
2023-04-19,101.70999908447266,101.97000122070312,113.22000122070312,112.04000091552734,-8.987861132218756
2023-04-20,101.98999786376953,101.83999633789062,112.06999969482422,112.12999725341797,-9.17684934234999
2023-04-21,101.80000305175781,101.81999969482422,111.91999816894531,112.9800033569336,-9.877857435401182
2023-04-24,101.72000122070312,101.3499984741211,112.98999786376953,112.87999725341797,-10.21438612672162
2023-04-25,101.26000213623047,101.86000061035156,112.94000244140625,112.01000213623047,-9.061692109901154
2023-04-26,101.81999969482422,101.47000122070312,111.87999725341797,111.98999786376953,-9.393693047358997
2023-04-27,101.4000015258789,101.5,111.81999969482422,110.94999694824219,-8.517347641433993
2023-04-28,101.47000122070312,101.66999816894531,110.95999908447266,109.69999694824219,-7.31996262778889
2023-05-01,101.66999816894531,102.1500015258789,109.62000274658203,110.58999633789062,-7.6317886712145455
2023-05-02,102.1500015258789,101.95999908447266,110.5,110.66999816894531,-7.870244175098162
2023-05-03,101.86000061035156,101.33999633789062,110.66999816894531,111.52999877929688,-9.136557475958485
2023-05-04,101.19999694824219,101.4000015258789,111.5199966430664,111.4800033569336,-9.04198199454732
2023-05-05,101.33999633789062,101.20999908447266,111.54000091552734,111.3499984741211,-9.106420771083423
2023-05-08,101.27999877929688,101.37000274658203,112.16999816894531,112.93000030517578,-10.236427457145714
2023-05-09,101.4000015258789,101.61000061035156,112.97000122070312,110.87999725341797,-8.36038678994524
2023-05-10,101.62000274658203,101.4800033569336,110.79000091552734,110.12000274658203,-7.845985446923365
2023-05-12,102.0999984741211,102.68000030517578,109.6500015258789,110.55000305175781,-7.118952988990346
